Text,Label,pred_LR_best
microplastics seeping baby bottles study,0,0
35 tested leaving managed isolation others tested still self isolation 11 tested either basis health child left country,0,0
first city world conquers covid 19 chlorine dioxide great news already suppressed dark powers,1,1
exclusive covid 19 cases yemen surge sources see undercounting pic twitter com xfb9kvduqz,0,0
face shields effective deterrent covid,0,0
positive tests united states see ny dominance well variability across country remember number positive results shaped total number tests plateaued april less 150k day,0,0
fall marine empire 10 acts understand 1 2007 criminal way lula renewed 15 years concession globo wins 05 10 22 bolsonaro government prerequisite renewal globo present certificates tax tax regularity federal government pay owes brazilian people addition globo depends issuance bolsonaro decree authorizing renewal public concession 2 globo received money rivers directly federal government 3 globo football sponsored caixa econ mica federal 4 globo f1 sponsored petrobras 5 globo carnival rj sp sponsored 6 roberto marinho institute received money without bidding 7 banco brasil sponsored voley globo 8 pt government lula dilma r 10 billion entered globo cash form advertising shut closes eyes federal government 9 among financial entrances money going straight globo vein bolsonaro cut 10 bolsonaro lasted brazil world ills globo understand globo hates bolsonaro globo want end bolsonaro government everything end government expect globo publicize compliment bolsonaro government never stop watching globo pandemic time wants stimulate chaos panic desperation wants associate costs current government disease came china breaking many countries globo everything try destabilize government try seek impeachment put back gang continue stealing brazil peace yesterday government announced largest investment package brazil history health order 84 billion jornal nacional opened story criticizing fact bolsonaro ad without mask ignoring prevention recommendations globo try find anything egg hair horn horse head repeat increase thousands times source globolixo globe think soon disconnect globo need,1,1
harvard professor charles lieber arrested manufacturing selling new coronavirus china,1,1
little matters matters could producing buying china,0,0
uk newspaper says maulana saad tablighi jamaat donated rs 1 crore pm relief fund coronavirus,1,1
covid19 coronavirus coronavirusupdate time repentance prayer getting result deeds covid 19 stayhome coronavirus staysafe newyorktough covid2019 usa trump,1,1
getting lot questions georgia see clear signal major outbreak state testing volume way since may 26 state reporting number cases unclear testing test reporting issue,0,0
delhi govt take hotel covid facility ankit tyagi01 details itvideo pic twitter com hmgahpvopg,0,0
read actually feels covid 19 people,0,1
telangana state government distributing ramadan gift packs lockdown,1,1
coronavirus unemployment rate climbs pandemic takes toll,0,0
first 5 minutes 30 seconds talks use hydroxychloroquine plus azithromycin zinc treatment covid 19 us doctor treated 699 patients healed 100,1,1
indiafightscorona exponential rise total tests cross 6 36 cr conducting merely 10000 tests per day 8th april daily average crossed 12 lakhs today last 1 crore tests conducted merely 9 days,0,0
retail frenzy malaysian stocks set face reality check,1,0
response pandemic pennsylvania governor tom wolf shut nonessential businesses limited gatherings may federal judge rules covid restrictions unconstitutional violating first fourteenth amendments thehill,0,0
six statements doctor karina sarno pandemic,1,1
say products made china world financing evil terribly slavery people cannot defend chinese people world,1,1
australia launches controversial covid 19 tracking app states start easing rules pic twitter com uzbyfr1ppo,0,0
post shared multiple times facebook whatsapp twitter india based users alongside claim world health organization issued guidelines covid 19 lockdown,1,1
paramilitary forces deployed surat rajkot baroda control coronavirus situation,1,1
yesterday laboratories completed 2476 tests 2022 swabs taken community 454 taken managed isolation quarantine facilities brings total number tests completed date 465066,0,0
aled jones reveals prayed god show mercy uk coronavirus crisis work,1,0
gov newsom puts coronavirus bounty straying senior citizens gavinnewsom,1,1
turmeric lemon cure coronavirus,1,1
currently 4648 people managed isolation quarantine current effective capacity 7103 gives us excess capacity 2482 next week projecting 3589 arrivals 2421 departures facilities,0,0
every indian citizen get rs 5000 covid 19 relief clicking link given viral whatsapp message,1,1
teacher union backs localized safety strikes,0,0
people shouting allahu akbar europe coronavirus outbreak,1,1
know coronavirus testing,0,0
fyi couple api issues right use numbers yet fixed less 10 minutes,0,0
breakingviews guest view climate change next covid 19 pic twitter com w7vw2uv4bd,0,0
exclusive russia approving japanese covid 19 drug roll game changer next week pic twitter com izxlbllddk,0,0
prince william kate middleton named king queen amid coronavirus pandemic queen elizabeth steps,1,1
harvard study suggests new coronavirus may hit china fall,0,0
restrictions implemented continue effort contain covid 19 tamilnadu chief minister stated covid2019,0,0
vic rollison swannyqld age newspaper reported patient zero victoria second wave coronavirus night duty manager melbourne rydges swanston hotel,1,0
picture shows ibirapuera gymnasium temporary hospital paulo empty,1,1
nurse cared lives black mothers babies covid 19 took,0,0
atlanta mayor mandates face masks,0,0
series statements joe biden claiming called action,1,1
coronavirus cases linked 5g rollout,1,1
impression goes enlightened died daily lines hospitals diseases suddenly become sick longer seek medical attention died corona viruses think people dumb still shit wait,1,1
see recipe david uip chlorine 250mg,1,1
delhi faction indiscretion cost country dear spread covid indiatodaymagazine indiatodayinsights,0,0
orthopedist piandrara infiltrated left wing overthrow economy president urgently needs fired placed place dr nise yamaguchi immunologist deep knowledge defends immediate use chloroquine,1,1
new covidview reports hospitalization rates deaths covid19 increasing indicators track hospitalizations deaths usually lag behind indicators track illness,0,0
madhya pradesh recorded 114 fresh covid 19 cases thursday taking count 3 252 whereas eight persons died illness day pushing state wide death toll 193 reports sidharth23196 madhyapradesh covid19,0,0
picture claiming starting september teachers call ambulance student fever school,1,1
new cdcmmwr report found 121 people 21 years age died covid19 february july 2020 3 4 deaths occurred among black hispanic american indian alaska native persons learn,0,0
financial toxicity common gynecologic cancers,0,1
cruise ships sunk precaution covid19 coronavirus,1,0
coronavirus like broken leg,1,1
researchers apologize saying hydroxichloroquine safe efficient,1,1
1421 people reported recovered covid 19 increase 10 yesterday 95 confirmed probable cases 56 active cases across country,0,0
children immune almost immune covid 19 therefore risk school reopenings,1,0
new app might help researchers monitor spread coronavirus,0,0
reliance jio one biggest telecom networks india providing internet free coronavirus pandemic,1,1
government without memory insist criticizing,0,1
man beef peppers onions rice tea food coronavirus foodshortages,1,1
graphs comparison deaths different countries allegedly attributed european report blames government spain deaths coronavirus,1,1
total number confirmed cases covid 19 1460 number report world health organization yesterday laboratories processed 8359 tests bringing total number tests completed date 905436,0,0
bolsonaro son blamed china coronavirus hears repercussion worldwide mayor lisbon portugal speaks thing explains detail china spread virus world china ambassador portugal demand apology,1,1
daily update published states reported 44k new cases new normal 7 day average new cases per day doubled since 6 13 exceeds 41k current hospitalizations saw biggest jump since 4 21 details see,0,0
corona virus simple remedy onion pinch salt drink water half hour,1,1
rt mohfw india update covid19 total 2654 samples tested till reported earlier 3 found positive k,0,0
coronavirusupdates covid19 india tracker 10 september 2020 08 00 confirmed cases 4465863 recovered 3471783 77 7 active cases 919018 20 6 deaths 75062 1 7 indiafightscorona indiawillwin staysafe via mohfw india,0,0
putin declares comply quarantine face prison five years,1,1
government chief scientific officer sir patrick vallance says uk could face 49000 new covid19 cases day mid october get latest story,0,0
gujarat wednesday recorded 29 deaths 364 covid 19 cases taking case tally 9 268 death toll 566 gujarat covid19,0,0
new coronavirus dangerous illustrative example diamond princess statistics,1,1
post claims 50 million died 1918 flu vaccine,1,1
people knew coronavirus years information hidden ordinary people authorities waited right time launch virus,1,1
delays reporting long weekend likely result higher numbers states territories later week states already posting higher numbers many still much lower last week,0,0
canada criminalized cv19 measures requiring masks distancing quarantining vaccines,1,1
taken decision affect lockdown magnitude danger covid 19 poses one us families children delhi chief minister arvindkejriwal reports jatinpaul coronavirusoutbreak,0,0
coronavirus cruise ship mutiny progress death war pandemic coronavirus,1,1
approved home remedy made pepper ginger juice honey cure covid 19,1,1
matt hancock says covid 19 outbreak could force uk shut cities video,0,0
late april data seems show testing capacity u somewhere close 200k tests per day roughly 1 4 million tests week thus far seen state systematically report antibody testing,0,0
indian pm modi announced lockdown extension 5 4 20 india,1,1
bournemouth raises alarm huge crowds ignore covid advice flock coast pic twitter com 2rjfurjlg9,0,0
aap govt tweaks covid strategy amitav ghosh exclusive watch 6pmprime ankit tyagi01 itlivestream,0,0
new covid 19 case reported kerala active case tally 95 coronavirusoutbreak live updates pic twitter com wezzlcoguo,0,0
today new high driven big numbers dozen states likely reporting backlogged negative tests past couple days context nearly many tests reported today us completed cumulatively march 25th,0,0
bill gates microsoft patented cryptocurrency satan 666 microchip tattooed control humans microchip would inserted coronavirus vaccines,1,1
experts said namaskar adaab assalamu alaikum help prevent coronavirus says bjp mp ramesh bidhuri,1,1
uk move next phase covid 19 response lockdown asks bbclaurak monitoring happening making sure move right time absolutely critical replies matt hancock pic twitter com rp4manxrth,0,0
colleges testing wastewater find covid early,0,0
daily update published tracked 23 million tests 523k yesterday details see,0,0
uk consumers repay record 7 4bn debt covid 19 lockdown,0,0
video tabligi pilgrims moving via trucks spread covid 19 india,1,1
india detected covid19 cases march april 2020 fake misleading claims around pandemic rose common communal rumours followed false guidelines notifications per boomlivein analysis,1,1
migrant workers returning home could spread covid 19 sub continent says worldbank coronavirus live updates diu coronaupdatesindia coronavirusoutbreakindia pic twitter com 2gvzdphgs7,0,0
mask makes uncomfortable affects breathing stay home,0,0
u spread covid 19 likely began january,0,0
sisi raised numbers coronavirus cases egypt hope billions world bank,1,1
updates covid 19 dashboard better data visualization,0,0
starting march travel outside united states allowed back country due high risk coronavirus,1,1
lion walking road going vaishno devi shrine lockdown,1,1
information symptoms covid 19 watch visit,0,0
journalist asks quarantine everyone makes walking risk group want work doctor indicate chloroquine took corona healed want reveal medication used enough studies chloroquine better use,1,1
take look top 12 countries highest numbers coronavirus cases diu covid covid19 pic twitter com lr6bwkifkk,0,0
drinking alcohol prevent coronavirus increased alcohol consumption reading become newschecker never fall fake news ears hearing mainbhinewschecker stories covid19 coronavirusfacts,1,1
publication thelancet covid19 related disruption malaria control africa could double malaria mortality 2020 avoid reversal 2 decades progress malaria read full article malarianomoreuk imperialcollege drsamirbhatt,0,0
rt cdcheart stroke heartattacks strokes taking break covid19 cdc approved psa explains seek eme,0,0
tanks coming u towns advance martial law,1,1
video shows 106 dead bodies delhi loknayak hospital india,1,1
today nine covid19 vaccine candidates already covax portfolio going phase 2 3 trials portfolio already broadest world constantly expanding drtedros,0,0
reporters without borders reported government turkmenistan banned word coronavirus people could arrested wearing masks discussing pandemic,1,1
pubs bars restaurants throughout england forced close 10pm thursday people told work home,0,0
posts social media claim people vaccinated flu last 10 years test positive covid 19,1,1
fact checking wv democratic party tweet covid 19 transmission latest politifact west virginia partnership wvumediacollege amp appalachia100,1,0
like page drive thru vaccination takes place friday 3 gv vaccination points parking lot gv shopping univale campus 2 santos dumont neighborhood 1 municipal health secretariat sms hold friday 3 influenza vaccination via drive thru certain places parking lot gv shopping campus 2 univale santos dumont vaccination contemplates elderly expected start 8 30 extend long doses vaccine last however exceed 17h vaccination points seven teams ready immunize happen follows vehicle four elderly occupants driver two elderly rear seat avoid agglomerations people vaccinated foot bicycles action support employees city traffic department volunteer vaccinators univale gv shopping military police pm secom pmgv information group news island motorcycle taxi tel 32751021 32751060 trust 24 hours,0,0
people home quarantine maharashtra stamped left hand sahiljoshii itvideo covid2019 covid coronavirusoutbreak pic twitter com etvtlczybx,0,0
new publication erspublications fungal coinfections complicate challenging task managing covid19 patients covid19 associated pulmonary aspergillosis capa increasingly reported read,0,0
judy mikovits claims covid 19 origins flu vaccine hydroxychloroquine face masks documentary plandemic retold fb post,1,1
false claims number deaths due covid 19 sri lanka,1,1
truth pandemic china change lot regime suffer international sanctions break,0,1
image showing lighting burj khalifa dubai colors syrian flag solidarity syrians facing coronavirus,1,1
week jdmaresco careeningspace took data engine room covid19tracking made processes reliable easier manage officially 2 weeks old contributions vital,0,0
still 16 significant clusters four closed number cases linked ruby princess cruise ship increases 1 due linking existing case,0,0
new covid 19 law lab provide vital legal information support global covid 19 response,0,0
coronaviruscrisis dean sms medical college said results plasma therapy covid 19 patients jaipur encouraging rajasthan indiafightscorona,0,0
vaccine september oxford science team says,1,1
mike pence introduces program cure coronavirus carriers conversion therapy,1,1
update covid19science 23 6 deaths england 20 3 wales covid19 4 4 95 ci 3 2 5 7 deaths england excess non covid 19 related deaths excess covid 19 deaths wales report,0,0
says wisconsin spike coronavirus cases statistically significant related fact voting,0,1
children falling ill mysterious inflammatory syndrome thought linked covid 19,0,0
several social media users claimed massive crowd bangalore kr market occasion varamahalaxmi flouting social distancing norms claim misleading 2019 video passed recent one covid19 bangalore,1,1
unite recover effects covid 19 still important keep basic hygiene measures including washing hands coughing sneezing elbow,0,0
expert alert cough extra covid 19 precautions people physical disabilities,0,0
facebook post defending government role current nhs equipment shortages written jennifer saunders,1,1
covid 19 update new cases covid 19 report new zealand today 39 people isolating auckland quarantine facility community includes 18 people tested positive covid 19 household contacts,0,0
total number confirmed cases covid 19 1464 number report world health organization yesterday laboratories processed 5417 tests bringing total number tests completed date 910853,0,0
post shared 165 000 times facebook includes video woman turning baby wipe face mask protect coronavirus,1,1
lockdowns worked control coronavirus,0,1
let stay home safeguard health resources already know take come congressman salary r 26 700 00 ombudsman r 94 300 00 paleto aid r 53 400 00 fuel r 5 000 00 housing aid r 22 000 00 airlines r 59 000 health aid r unlimited education aid r 12 100 00 food aid r 16 400 00 cultural aid r 13 400 00 dental aid r unlimited pharmacy aid r unlimited therefore brazilian gentlemen ladies brazil cost provide us r 302 300 00 month 513 deputies r 155 079 900 00 month 12 months r 1 860 958 800 00 year almost 2 billion deputies alone deputy still senator president ministers etc already know take money soften coronavirus crisis publish pass 2 friends first hours 28 hours entire brazilian population aware nonsense,1,1
know covid 19 mortality rate cases climb,0,0
new antivirals kill sars cov 2,0,1
uk house prices fall since 2009 covid hits nationwide pic twitter com yzxbya09vg,0,0
one ill infant survived covid 19,0,0
talked one mit best economists covid 19 recession,0,0
student pondicherry university india found home remedy covid 19 accepted world health organization,1,1
must gather worship mosque today take preventive measures protect amp loved ones remember come contact infected people symptoms mosque wear face mask amp share personal items takeresponsibility,0,0
two emergency physicians remain critical condition covid 19,0,0
president uhuru kenyatta kenya ordered credit reference bureaus delist kenyans defaulted loans protect kenyans economic effects covid 19,1,1
making joneses covid 19 brought neighbours closer,0,0
people clear history previous acute illness consistent covid 19 tested time follow serology testing confirms possibly members family infected past covid 19,0,0
pandemic americans turning alcohol,0,1
face masks steamed reuse,1,0
says video shows chinese destroying 5g poles aware thing triggering corona symptoms,1,1
video showing pile corpses italy,1,1
shanghai government officially recommends vitamin c covid 19,1,1
mondays numbers normally show weekend lag today different states reported 16k new cases last monday 7 day average basically stayed,0,0
limit social gatherings lifted 100 people include events home outside home like religious services parties weddings tangihanga funerals full details,0,0
image worn feet sole migrant workers walking streets india amis covid 19 lockdown,1,1
tuit reports brazilian president jair bolsonaro tested positive coronavirus,1,1
national current covid 19 hospitalizations number go today also go much last days really know much number affected changes reporting guidelines several days,0,0
bloody battle long war ethical dilemma tackling coronavirus,0,0
covid young athletes resume play,0,0
probably touch face 16 times hour stop,0,1
peterwa97559477 bruce lambert one core beliefs general projects like actively work maximum virality raw statistics numbers need context others provide including home theatlantic alexismadrigal,0,0
indian media outlets claimed man madhya pradesh khargone passed away covid 19,1,1
indian news channel claimed coronavirus pandemic would affect 1 6 billion laborers india,1,1
covid 19 call fast track registration refugee doctors uk,0,0
several posts social media online articles claim covid 19 caused bacterium treated aspirin blood thinners,1,1
342 people referred test awaiting results,0,0
coronaviruspandemic rise coronavirus cases comes day 76 year old man died due covid 19,0,0
nastysurf delegatestewart positive rate last two days 10 8 bounces around alexismadrigal,0,0
french government promised downloaded stopcovid app french people would allowed travel 100km,1,1
doctor wuhan hospital seen collapsing later lost life result infected coronavirus 2019 ncov front patients hospital staff,1,1
either masks work masks work physical distancing lockdowns unnecessary,1,0
u sent 100 000 military forces south china sea move increase presence region backdrop coronavirus pandemic,1,1
117 new cases covid19 reported 59 lagos 29 fct 14 kano 6 borno 4 katsina 3 ogun 1 rivers 1 bauchi 11 25 pm 21st april 782 confirmed cases covid19 reported nigeria discharged 197 deaths 25,0,0
robert vadra donates 60 covid protection kits delhi medical school pic twitter com grksrmy3sg,0,0
bill gates george soros want secretly stick chip testing coronavirus dems bill house floor ready vote require,1,1
charles de gaulle aircraft carrier marines cured covid 19 thanks chloroquine,1,1
coronavirus spreads indoors done,0,1
nyt invented video doctor fighting coronavirus hospital,1,1
video shows group muslim devotees spitting deliberately spread coronavirus,1,1
pfizer tested antibiotic minors nigeria leaving 200 people dead,1,1
head kocaeli university got vaccine turn,1,1
industrialist ratan tata view economic downfall due covid 19,1,1
ethnic minorities dying covid 19 higher rate analysis shows,0,0
needed refer people make contact finding services 92 invalid phone numbers referred finding services,0,0
madhya pradesh tenure sarpanchs decision makers villages extended five years wake covid 19 outbreak state,1,0
nancy pelosi tried secure taxpayer funds abortion coronavirus bill,1,1
quotes anthony fauci writing reject notion virus get eventually careless lazy heartless stance,1,1
muslims flouting social distancing norms hyderabad,1,1
european innovation scoreboard 2020 eu innovation increasing,0,1
neither china,0,0
webmd doctors ingest inject disinfectant,0,1
think may covid19 monitor symptoms call ahead visiting doctor people get covid 19 take care home take precautions protect others around see pic twitter com gx5moh8ghg,0,0
missouri businesses open monday may 4 new order long new guidelines followed,1,0
canada top bdsm doctor says wear mask leash tight leather prevent spread covid 19 cdnpoli covid19,1,1
sanofi eyes approval covid 19 vaccine first half 2021 pic twitter com jgzgbbnel8,0,0
las vegas may super spreader hotspot,0,0
shining light malignant lung cancer,0,0
shipment set arrive plane sunday coronavirus covid 19,0,0
rajyasabhaelections madhya pradesh congress mla kunal chaudhary tested positive covid 19 arrives ppe suit vote pic twitter com yofki5t9ek,0,0
task tracing trump contacts widens,0,0
canada closed borders foreign nationals except u citizens permanent residents prime minister justin trudeau urging people limit social contact stem spread covid 19 coronavirus,0,1
germany sends china 130billion bill coronavirus damages sparks fury beijing,1,1
10 faces calls lift secrecy around covid 19 advisory group,0,0
hold breath 10 seconds without coughing difficulty breathing indicates absence covid 19 infection,1,1
man beaten cops dehradun india violated lockdown norms came spit people doors handles,1,1
changed directives need isolate infected people,1,1
local man appoints world foremost expert coronavirus,1,1
image people participating chariot pulling festival kalabari district karnataka despite current lockdown country implemented handle covid 19 spread,1,1
ni jes hospital left without covid 19 care children young people madrid,1,1
quarantine mike pence despite rash covid 19 cases white house,0,0
increase 4 yesterday due family unable tested time 3 waiting results 1 person tested returning contact referred enforcement,0,0
sleep troubles hit health care workers,0,0
video burqa clad muslim woman denied food kit distributed help people current crisis india due covid 19 muslim,1,1
certain anerobic bacteria linked increased crc risk,0,1
coronavirus surfaces real risk,0,1
6 iit students job offers revoked covid 19 impacting placements ndtvnewsbeeps coronavirus pic twitter com fkc4kgxlsu,0,0
take three states data ny nj ct different story emerges positive rate outside area never reached high ever get low began climbing last week,0,0
beware second waves covid 19 lockdowns eased early study pic twitter com sblnctzl22,0,0
read three stories pm want lockdown says second wave coming uk r number 1 1 1 4 amal clooney quits uk envoy role plans break international law,0,0
french state gives benefit people unemployed covid 19 people partially unemployed due coronavirus,1,1
african tradition mistaken ghana always little steps flights way funny show moments sadness video became meme still time virus everything becomes meme brazil,0,1
coronavirus vaccine development timeline,0,1
150 countries engage covax facility covid19 vaccine global access facility designed guarantee rapid fair amp equitable access life saving vaccines every country rich amp poor halt spread pandemic worldwide,0,0
fighter pm get well soon tweet covid boris johnson pic twitter com 05go584dvf,0,0
food corporation india stock 55 47 million metric tonne foodgrain 1 3 lakh metric tonne wheat 1 32 metric tonne rice transported several states health ministry updates covid 19,0,0
agardenpath julienchien pretty wobbly cutoff time 4pm et sometimes states report twice period report negatives several days,0,0
date data victoria 2020 consistent 2019 despite concerns due covid19 however numbers remain troubling according vic state coroner mitigate fact increase calls mental health services,1,0
economic stimulus payments u citizens either reduce future tax refunds paid back,1,1
media china broke brazil destroyed numerous entrepreneurs ended millions jobs income help unscrupulous governors trying overthrow president,1,1
tweet says daniel radcliffe coronavirus,1,1
india admirably stepped task arresting spread covid 19 yet measures took immediate short term india equipped deal wuhan sized epidemic indiatodaymagazine,0,1
new york hospital sends borderline covid 19 patients home oxygen monitors pic twitter com npjdtjuthy,0,0
police officer bihar bhagalpur central jail tested positive coronavirus,1,1
beaches lakes pools covid 19 water,0,0
japan rising tone china seen long time japanese minister vice prime minister tar criticized world health organization said taiwan quickly recovered chinese virus meet demands organization statement japanese parliamentarians deputy minister said change name chinese health organization according even excluded global health body taiwan become world leader fight chinese virus japan leads petition resignation tedros adhanom director petition gathered 500 000 signatures japanese politician also stated insisted china epidemic pneumonia everyone would taken precautions taiwan recorded 252 coronavirus infections two deaths march 26 since pandemic started four months ago central china great recommend read,1,1
hospital la paz madrid spain requesting blankets patients admitted hospital,1,1
influenza vaccines likely result false positive pcr test sars cov 2,1,1
madrid hospitals close full coronavirus,1,1
neither viral post coronavirus covid 19 unicef accurate,1,1
tried everything seller stab electronic ballot box whatsapp robots twitter robots stf bebian oranges queiroz amazon fire marielle condominium doorman michele grandmother embassy usa venezuelan oil beaches northeast palestinians joyce fleet macron greta pope china intercept maia globo avid press alcohumbre governors northeast witzel doria caiado backhoe operator former minister education center children intrigues ministers relationship mour militiamen corona virus exam contact people call demonstrations chinese ambassador gilmar pec mendes lewandowisk injunctions ultratpetist decisions alexandre nosferatu de moraes maia alcohumbre attacks joe doriana squeaks mps maia guide lose effectiveness current political crisis nothing covid 19 strategies combat pandemic really want overthrow president bolsonaro executive branch one else steal brazil lot people negotiations closed like tv manifestation via facebook whatsapp networks patriot attention demonstration born ribeir preto sp important mentioned message transferred explain gets municipality macap patriotic brother know crossed whole country almost effective street demonstrations thought war wrong president jair bolsonaro need support lot every way possible mimimi leftist chororo millionaire runetist artists desperate end stewardship easy life constant therefore reaction also equal greater intensity idea politics roman empire panem et circenses fernanda lima pedro cardoso speak ill bolsonaro voters living us portugal respectively seems word hypocrisy exist dictionary felipe neto blatantly announces begin distill ideological poison children naive youtube followers paulo pimenta canalha et caterva try demoralize un type international bodies president elect nominated ministers groups socialist journalists phone purple hair revolts eyebrow piercing allocated organs fallacious press purchased groups uol globe folha economic value veja exam etc increasingly invents lies slander bolsonaro voters patriotic people figh friend let run quiet well known venezuela reached chaotic killer state due alienation absolute omission citizens people slept woke late already hands genocidal corrupt communists reconstruction take decades responsible love family country ashamed transfer everyone especially boycott everything comes left pieces theater shows art exhibitions tv channels programs literature products including non purchase left sponsors let show strength united strong good prevail evil message reaches patriotic brother northeast also know whole country supporting change region become productive prosperous know corners come cruel inhuman yoke drought colonels enslaving people decades without pingo pity let make circular message reach every brazilian citizen authorities politicians religious even artists even president elect count support multiply transfer transfer addition passing much faster easy cheap action turns another effective reinforcement support street demonstrations occurred still occur copy paste sharing everyone use social networks sitting finger screen mercilessly make manifestation,1,1
myanmar president state counselor 14 days quarantine meeting covid 19 patient switzerland,1,1
reusable containers safe covid 19 pandemic say experts,0,0
also tax 18 covid 19 masks sanitizers c houses lpg cylinders briefs r fast usage goods frm 3 2020 idlis dosas meals 5 star hotels yields revenue think tanks nitiaayog consider special corona tax 18 goods pmoindia nsitharaman,1,0
prince charles camilla parker bowls rescuing archie america coronavirus pandemic,1,1
diseases like measles polio malaria thrive immunization paused supply chains medical supplies interrupted drtedros covid19,0,0
hard manipulation degree guy takes medication healed works doria refuses answer took hydroxychloroquine alien shame look respected doctor huh politics nothing else power,1,1
oman releasing pesticides air helicopters eliminate coronavirus,1,1
company behind experimental stem cell therapy promoted rudy giuliani publicized first fda approval covid 19 cell therapy fda decision allows tested clinical trials widely prescribed patients,0,0
covid 19 lockdown must backed extensive testing priyanka gandhi vadra coronaviruspandemic coronavirusindia pic twitter com 3jnl4x2ryp,0,0
covid 19 accomplishments,0,0
breaking nicola sturgeon urged boris johnson call cobra meeting rising coronavirus infections said given serious situation across uk also asked 4 nations cobr meeting takes place next 48 hours,0,0
people starting enter ers fungal lung infections wearing masks,1,1
one polish telecommunications company used quarantine cover put 100 5g antennas gdynia,1,1
publication claims argentine government wants use military test coronavirus vaccine,1,1
daily deaths remained near yesterday high 1874,0,0
doctors call recommendations report impact covid 19 black asian minority ethnic people implemented immediately,0,0
death toll fell beneath 1000 first time since april 1 however know much due weekend lag effect last week monday low tuesday high wednesday new high,0,0
7 kids died senegal right receiving vaccine coronavirus,1,1
bjp leader shares fake ads japanese novelist saying covid 19 man made,1,1
india hails covid heroes live pic twitter com 8rjaqrfd7y,0,0
euodeiochines,0,1
risk coronavirus,0,0
nebraska strict measures turns contain virus faster options virus could peak middle april disappear entirely middle july according covid act model via dailyneb,0,0
cocaine cures covid 19,1,1
rajasthan government launches whatsapp chatbot help assist citizens covid 19 pandemic rajasthan covid19 pic twitter com zx0qoqajgg,0,0
novel coronavirus man made,1,1
interim guidance outpatient hemodialysis facilities,0,0
legislative assembly mato grosso demonstrates concern advancement coronavirules interior state,0,0
video shows man rescued alive inside tomb caption states buried alive declared dead covid 19,1,1
world health organization warns group countries reopen schools threatens send un forces impose closure,1,0
european health organization eho announced eating beef cure coronavirus,1,1
2019 coronavirus live 3 hours air 4 hours copper 24 hours cardboard 3 days plastic stainless steel,1,1
helicopters going spread medicines coronavirus spain,1,1
coronavirusupdates state wise details total confirmed covid19 cases till 20 september 2020 8 states 1 20000 confirmed cases states 20001 125000 confirmed cases states 125000 confirmed cases total confirmed cases far staysafe,0,0
mosquitoes transfer covid 19 person person,1,1
italy decided treat elderly virus,1,1
saleyhaahsan bendepear contact tracing key pandemic continues evolve trying keep pace added 4th indicator contact tracing keep track read,0,0
trumps nude statue made new york city anger americans trump failed handle corona virus usa,1,1
usa recently overtaken china italy become epicentre pandemic covid 19 president donald trump fighting battle coronavirus united states watch video know newsmo vertical geeta mohan pic twitter com gaifwubaso,0,0
indiafightscorona 10 states uts account 83 deaths last 24 hours due covid maharashtra reported 392 deaths followed karnataka uttar pradesh 83and 77 deaths respectively details staysafe indiawillwin,0,0
vadodara man tests positive covid 19 coronavirus live updates pic twitter com uinfj1npoc,0,0
florida hospital reports coronavirus infestation multiple confirmed patients,1,1
kamala harris faked immunization,1,1
fact checked false comparison daily coronavirus deaths diseases included graph comparing international coronavirus death counts two different days,1,1
putin stated russian citizens 2 options stay home 15 days jail 5 years,1,1
amid covid yoga help keep body fit mind serene says president ramnathkovind internationalyogaday read live updates pic twitter com znlkgo81q8,0,0
nurses less likely receive covid 19 vaccine according new medscape survey,0,0
senior police inspector infected covid 19 bhagalpur central jail india,1,1
bill gates profits vaccination wants reduce world population,1,1
squeezing hot lemon water cures corona virus infection,1,1
factors people died covid 19 common,0,1
government philippines gave free masks streets,1,1
news boris johnson ends lockdown immediate effect first full night spent screaming baby,1,1
department finance dof secretary carlos dominguez iii said philippines borrow trillions dollars world bank future generations would bear burden paying,1,1
former president government spain jos mar aznar moved marbella madrid thus respecting lockdown alledgedly invite president community madrid isabel az ayuso participate conference,1,1
coronavirus taj mahal reopens despite india recording 87000 new covid cases single day,0,0
politician sebastian paul called modi haters demented,1,1
adhd covid 19 tips manage,0,0
corona virus passed throat stayed stomach kkk immunity hugo kkk,0,0
rt cdcflu flu covid19 share many characteristics key differences signs symptoms risk,0,0
ugc considering advising colleges universities cancel final year examinations semester examinations light increase covid 19 cases according senior official ministry human resource development,0,0
odds developing severe covid19 found much 7 times higher patients obesity drtedros,0,0
federal government created credit line r 34 billion ensure salaries companies annual revenue r 360 thousand r 10 million coronavirus pandemic access emergency job support program entrepreneur prevented dismissing employees least 60 days plan foreseen provisional measure mp 944 2020 issued friday 3 president jair bolsonaro,0,0
mothering mask belgian covid 19 gives birth healthy baby pic twitter com nuqgyf7kuh,0,0
queen elizabeth ii infected new coronavirus,1,1
covid19 patients comorbidities 6x likely hospitalized 12x likely die,0,0
post shared 160000 times facebook novel coronavirus pandemic says bill gates wants digital tattoos check tested asks would like holocaust victims,1,1
easyjet carnival bid ftse 100 adieu due covid 19 pic twitter com xkhihect1w,0,0
covid never going away beach today raleigh north carolina,1,0
covid 19 iran reported 978 confirmed cases coronavirus left 24 people dead country,0,0
health minister edward argar says two week national lockdown something heard get latest story,0,0
bharat biotech vice president go clinical trial company covid19 vaccine covaxin image false claim rounds social media covaxine covid 19 factcheck,1,1
high priority task telangana health department officials track doctors medical staff others came contact man whose death first covid 19 casualty india,0,0
